,id,name,identifiers,neutral_formula,charge,charged_formula,neutral_mono_mass,SMILES,inchi
11826,thmnp,Tetrahydromonapterin,"[['BIGG', 'thmnp'], ['BIGG', 'thmnp_c'], ['KEGG', 'C21007'], ['CHEBI', '71177'], ['BioCyc', 'CPD0-2101'], ['MetaNetX', 'MNXM22017'], ['inchikey', 'XHIXPVCTDRNTTC-YQVKZWHSSA-N']]",,0,C9H15N5O4,0.0,,
11827,Ncarbsar,N Carbamoylsarcosine,"[['BIGG', 'Ncarbsar'], ['BIGG', 'Ncarbsar_c']]",,0,,0.0,,
11828,carn,L-Carnosine,"[['BIGG', 'carn'], ['BIGG', 'carn_p'], ['MetaNetX', 'MNXM114412'], ['SEED', 'cpd15836']]",,0,C9H14N4O3,0.0,,
11829,cell4,Cellulose (n=4 repeating units),"[['BIGG', 'cell4'], ['BIGG', 'cell4_p'], ['MetaNetX', 'MNXM147063']]",,0,,0.0,,
11830,chor,Chorismate,"[['BIGG', 'chor'], ['BIGG', 'chor_p'], ['Reactome', 'R-ALL-964856'], ['KEGG', 'C00251'], ['CHEBI', '13993'], ['CHEBI', '17333'], ['CHEBI', '23225'], ['CHEBI', '23227'], ['CHEBI', '29748'], ['CHEBI', '3677'], ['HMDB', 'HMDB12199'], ['BioCyc', 'CHORISMATE'], ['MetaNetX', 'MNXM337'], ['inchikey', 'WTFXTQVDAKGDEY-HTQZYQBOSA-L'], ['SEED', 'cpd00216']]",,-2,C10H8O6,0.0,,
11831,cinnm,Trans-Cinnamate,"[['BIGG', 'cinnm'], ['BIGG', 'cinnm_e'], ['KEGG', 'C00423'], ['KEGG', 'C10438'], ['CHEBI', '10720'], ['CHEBI', '10955'], ['CHEBI', '12871'], ['CHEBI', '12879'], ['CHEBI', '15669'], ['CHEBI', '23248'], ['CHEBI', '23250'], ['CHEBI', '27072'], ['CHEBI', '27073'], ['CHEBI', '27386'], ['CHEBI', '35697'], ['CHEBI', '35699'], ['CHEBI', '35700'], ['CHEBI', '3710'], ['CHEBI', '45845'], ['HMDB', 'HMDB00567'], ['HMDB', 'HMDB00930'], ['BioCyc', 'CPD-674'], ['MetaNetX', 'MNXM438'], ['inchikey', 'WBYWAXJHAXSJNI-VOTSOKGWSA-M'], ['SEED', 'cpd00333'], ['SEED', 'cpd07326']]",,-1,C9H7O2,0.0,,
11832,cinnm,Trans-Cinnamate,"[['BIGG', 'cinnm'], ['BIGG', 'cinnm_p'], ['KEGG', 'C00423'], ['KEGG', 'C10438'], ['CHEBI', '10720'], ['CHEBI', '10955'], ['CHEBI', '12871'], ['CHEBI', '12879'], ['CHEBI', '15669'], ['CHEBI', '23248'], ['CHEBI', '23250'], ['CHEBI', '27072'], ['CHEBI', '27073'], ['CHEBI', '27386'], ['CHEBI', '35697'], ['CHEBI', '35699'], ['CHEBI', '35700'], ['CHEBI', '3710'], ['CHEBI', '45845'], ['HMDB', 'HMDB00567'], ['HMDB', 'HMDB00930'], ['BioCyc', 'CPD-674'], ['MetaNetX', 'MNXM438'], ['inchikey', 'WBYWAXJHAXSJNI-VOTSOKGWSA-M'], ['SEED', 'cpd00333'], ['SEED', 'cpd07326']]",,-1,C9H7O2,0.0,,
11833,cmcbtt,"Carboxymycobactin T (R=8 carbon, final carbon is carboxyl group)","[['BIGG', 'cmcbtt'], ['BIGG', 'cmcbtt_e'], ['MetaNetX', 'MNXM8372'], ['SEED', 'cpd15940']]",,0,,0.0,,
11834,fcmcbtt,"Iron(III) chelated carboxymycobactin T (R=8 carbon, final carbon is carboxyl group)","[['BIGG', 'fcmcbtt'], ['BIGG', 'fcmcbtt_e'], ['MetaNetX', 'MNXM11903'], ['SEED', 'cpd15952']]",,0,,0.0,,
11835,fcmcbtt,"Iron(III) chelated carboxymycobactin T (R=8 carbon, final carbon is carboxyl group)","[['BIGG', 'fcmcbtt'], ['BIGG', 'fcmcbtt_p'], ['MetaNetX', 'MNXM11903'], ['SEED', 'cpd15952']]",,0,,0.0,,
11836,cmcbtt,"Carboxymycobactin T (R=8 carbon, final carbon is carboxyl group)","[['BIGG', 'cmcbtt'], ['BIGG', 'cmcbtt_p'], ['MetaNetX', 'MNXM8372'], ['SEED', 'cpd15940']]",,0,,0.0,,
11837,cm,Chloramphenicol,"[['BIGG', 'cm'], ['BIGG', 'cm_c'], ['KEGG', 'C00918'], ['CHEBI', '13965'], ['CHEBI', '17698'], ['CHEBI', '23106'], ['CHEBI', '23108'], ['CHEBI', '3603'], ['CHEBI', '47327'], ['CHEBI', '94390'], ['KEGG_Drug', 'D00104'], ['HMDB', 'HMDB14589'], ['BioCyc', 'CHLORAMPHENICOL'], ['MetaNetX', 'MNXM4519'], ['inchikey', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N'], ['SEED', 'cpd00680']]",,0,C11H12Cl2N2O5,0.0,,
11838,cm,Chloramphenicol,"[['BIGG', 'cm'], ['BIGG', 'cm_e'], ['KEGG', 'C00918'], ['CHEBI', '13965'], ['CHEBI', '17698'], ['CHEBI', '23106'], ['CHEBI', '23108'], ['CHEBI', '3603'], ['CHEBI', '47327'], ['CHEBI', '94390'], ['KEGG_Drug', 'D00104'], ['HMDB', 'HMDB14589'], ['BioCyc', 'CHLORAMPHENICOL'], ['MetaNetX', 'MNXM4519'], ['inchikey', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N'], ['SEED', 'cpd00680']]",,0,C11H12Cl2N2O5,0.0,,
11839,lpscore_kt,Lipopolysaccharide core  Pputida,"[['BIGG', 'lpscore_kt'], ['BIGG', 'lpscore_kt_c']]",,0,,0.0,,
11840,lpscore_kt,Lipopolysaccharide core  Pputida,"[['BIGG', 'lpscore_kt'], ['BIGG', 'lpscore_kt_p']]",,0,,0.0,,
11841,creat,Creatine cytosol,"[['BIGG', 'creat'], ['BIGG', 'creat_p'], ['Reactome', 'R-ALL-30733'], ['KEGG', 'C00791'], ['CHEBI', '14029'], ['CHEBI', '16737'], ['CHEBI', '23406'], ['CHEBI', '3910'], ['KEGG_Drug', 'D03600'], ['inchikey', 'DDRJAANPRJIHGJ-UHFFFAOYSA-N'], ['HMDB', 'HMDB00562'], ['BioCyc', 'CREATININE'], ['MetaNetX', 'MNXM1470'], ['SEED', 'cpd00585']]",,0,C4H9N3O2,0.0,,
11842,dhcrn,3 dehydrocarnitine,"[['BIGG', 'dhcrn'], ['BIGG', 'dhcrn_c']]",,0,,0.0,,
11843,cro2,Chromite,"[['BIGG', 'cro2'], ['BIGG', 'cro2_c']]",,0,,0.0,,
11844,cro2,Chromite,"[['BIGG', 'cro2'], ['BIGG', 'cro2_p']]",,0,,0.0,,
11845,cro2,Chromite,"[['BIGG', 'cro2'], ['BIGG', 'cro2_e']]",,0,,0.0,,
11846,crtn,Creatinine,"[['BIGG', 'crtn'], ['BIGG', 'crtn[e]'], ['BIGG', 'crtn_e'], ['MetaNetX', 'MNXM163786']]",,0,C4H7N3O,0.0,,
11847,crtn,Creatinine,"[['BIGG', 'crtn'], ['BIGG', 'crtn_p'], ['MetaNetX', 'MNXM163786']]",,0,C4H7N3O,0.0,,
11848,ficytc,Ferricytochrome c C42H52FeN8O6S2,"[['BIGG', 'ficytc'], ['BIGG', 'ficytc_c'], ['KEGG', 'C00125'], ['KEGG', 'C00923'], ['KEGG', 'C01070'], ['CHEBI', '14235'], ['CHEBI', '14239'], ['CHEBI', '14240'], ['CHEBI', '14245'], ['CHEBI', '15719'], ['CHEBI', '15991'], ['CHEBI', '16951'], ['CHEBI', '5021'], ['CHEBI', '5026'], ['CHEBI', '5028'], ['BioCyc', 'Oxidized-cytochromes-c553'], ['MetaNetX', 'MNXM5749'], ['SEED', 'cpd00109'], ['SEED', 'cpd19010'], ['SEED', 'cpd27756']]",,0,,0.0,,
11849,val__D,D Valine,"[['BIGG', 'val__D'], ['BIGG', 'val__D_c']]",,0,,0.0,,
11850,leu__D,D Leucine,"[['BIGG', 'leu__D'], ['BIGG', 'leu__D_c']]",,0,,0.0,,
11851,12dgr160,"1,2-Diacyl-sn-glycerol (dihexadecanoyl, n-C16:0)","[['BIGG', '12dgr160'], ['BIGG', '12dgr160_e'], ['MetaNetX', 'MNXM3132']]",,0,C35H68O5,0.0,,
11852,1ag160,1 Acyl sn glycerol  hexadecanoate,"[['BIGG', '1ag160'], ['BIGG', '1ag160_e']]",,0,,0.0,,
11853,12dgr180,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)","[['BIGG', '12dgr180'], ['BIGG', '12dgr180_e'], ['MetaNetX', 'MNXM4217']]",,0,C39H76O5,0.0,,
11854,1ag180,1 Acyl sn glycerol  octadecanoate,"[['BIGG', '1ag180'], ['BIGG', '1ag180_e']]",,0,,0.0,,
11855,1ag181d9,1 Acyl sn glycerol  nC181d9,"[['BIGG', '1ag181d9'], ['BIGG', '1ag181d9_e']]",,0,,0.0,,
11856,dag181d9,1 2 Diacyl sn glycerol  nC181d9,"[['BIGG', 'dag181d9'], ['BIGG', 'dag181d9_e']]",,0,,0.0,,
11857,1ag182d9d12,1 Acyl sn glycerol  nC182d9d12,"[['BIGG', '1ag182d9d12'], ['BIGG', '1ag182d9d12_e']]",,0,,0.0,,
11858,dag182d9d12,1 2 Diacyl sn glycerol  nC182d9d12,"[['BIGG', 'dag182d9d12'], ['BIGG', 'dag182d9d12_e']]",,0,,0.0,,
11859,arg__D,D-Arginine,"[['BIGG', 'arg__D'], ['BIGG', 'arg__D_p'], ['KEGG', 'C00792'], ['CHEBI', '12917'], ['CHEBI', '15816'], ['CHEBI', '20917'], ['CHEBI', '32688'], ['CHEBI', '32689'], ['CHEBI', '32690'], ['CHEBI', '4106'], ['CHEBI', '41855'], ['HMDB', 'HMDB03416'], ['BioCyc', 'CPD-220'], ['MetaNetX', 'MNXM1552'], ['inchikey', 'ODKSFYDXXFIFQN-SCSAIBSYSA-O'], ['SEED', 'cpd00586']]",,1,C6H15N4O2,0.0,,
11860,asn__D,D Asparagine,"[['BIGG', 'asn__D'], ['BIGG', 'asn__D_e']]",,0,,0.0,,
11861,asn__D,D Asparagine,"[['BIGG', 'asn__D'], ['BIGG', 'asn__D_p']]",,0,,0.0,,
11862,dgudbutn,1 4 Diguanidinobutane,"[['BIGG', 'dgudbutn'], ['BIGG', 'dgudbutn_c']]",,0,,0.0,,
11863,dgudbutn,1 4 Diguanidinobutane,"[['BIGG', 'dgudbutn'], ['BIGG', 'dgudbutn_p']]",,0,,0.0,,
11864,asn__D,D Asparagine,"[['BIGG', 'asn__D'], ['BIGG', 'asn__D_c']]",,0,,0.0,,
11865,leu__D,D Leucine,"[['BIGG', 'leu__D'], ['BIGG', 'leu__D_p']]",,0,,0.0,,
11866,leu__D,D Leucine,"[['BIGG', 'leu__D'], ['BIGG', 'leu__D_e']]",,0,,0.0,,
11867,lys__D,D-Lysine,"[['BIGG', 'lys__D'], ['BIGG', 'lys__D_p'], ['KEGG', 'C00739'], ['CHEBI', '12994'], ['CHEBI', '16855'], ['CHEBI', '21046'], ['CHEBI', '32556'], ['CHEBI', '32557'], ['CHEBI', '32558'], ['CHEBI', '4203'], ['CHEBI', '42062'], ['inchikey', 'KDXKERNSBIXSRK-RXMQYKEDSA-O'], ['BioCyc', 'CPD-219'], ['MetaNetX', 'MNXM975'], ['SEED', 'cpd00549']]",,1,C6H15N2O2,0.0,,
11868,lys__D,D-Lysine,"[['BIGG', 'lys__D'], ['BIGG', 'lys__D_e'], ['KEGG', 'C00739'], ['CHEBI', '12994'], ['CHEBI', '16855'], ['CHEBI', '21046'], ['CHEBI', '32556'], ['CHEBI', '32557'], ['CHEBI', '32558'], ['CHEBI', '4203'], ['CHEBI', '42062'], ['inchikey', 'KDXKERNSBIXSRK-RXMQYKEDSA-O'], ['BioCyc', 'CPD-219'], ['MetaNetX', 'MNXM975'], ['SEED', 'cpd00549']]",,1,C6H15N2O2,0.0,,
11869,C100aPHA,C100 Medium chain length aliphatic Polyhydroxyalkanote,"[['BIGG', 'C100aPHA'], ['BIGG', 'C100aPHA_c']]",,0,,0.0,,
11870,C100pPHA,C100 Medium chain length phenyl Polyhydroxyalkanoate,"[['BIGG', 'C100pPHA'], ['BIGG', 'C100pPHA_c']]",,0,,0.0,,
11871,C121aPHA,C121 Medium chain length Polylydroxyalkanoate,"[['BIGG', 'C121aPHA'], ['BIGG', 'C121aPHA_c']]",,0,,0.0,,
11872,C140aPHA,C140 Medium chain length Polylydroxyalkanoate,"[['BIGG', 'C140aPHA'], ['BIGG', 'C140aPHA_c']]",,0,,0.0,,
11873,C141aPHA,C141 Medium chain length Polyhydroxyalkanoate,"[['BIGG', 'C141aPHA'], ['BIGG', 'C141aPHA_c']]",,0,,0.0,,
11874,C40atPHA,C40 Medium chain length acetylthio Polyhydroxyalkanoate,"[['BIGG', 'C40atPHA'], ['BIGG', 'C40atPHA_c']]",,0,,0.0,,
11875,C50aPHA,C50 Medium chain length aliphatic Polyhydroxyalkanoate,"[['BIGG', 'C50aPHA'], ['BIGG', 'C50aPHA_c']]",,0,,0.0,,
11876,C50pPHA,C50 Medium chaing length phenyl Polyhydroxyalkanoate,"[['BIGG', 'C50pPHA'], ['BIGG', 'C50pPHA_c']]",,0,,0.0,,
11877,C60aPHA,C60 Medium chain length aliphatic Polyhydroxyalkanoate,"[['BIGG', 'C60aPHA'], ['BIGG', 'C60aPHA_c']]",,0,,0.0,,
11878,C60atPHA,C60 Medium chain length acetylthio Polyhydroxyalkanoate,"[['BIGG', 'C60atPHA'], ['BIGG', 'C60atPHA_c']]",,0,,0.0,,
11879,C70aPHA,C70 Medium chain length aliphatic Polyhydroxyalkanoate,"[['BIGG', 'C70aPHA'], ['BIGG', 'C70aPHA_c']]",,0,,0.0,,
11880,C70pPHA,C70 Medium chain length phenyl Polyhydroxyalkanoate,"[['BIGG', 'C70pPHA'], ['BIGG', 'C70pPHA_c']]",,0,,0.0,,
11881,C90aPHA,C90 Medium chain length aliphatic Polyhydroxyalkanoate,"[['BIGG', 'C90aPHA'], ['BIGG', 'C90aPHA_c']]",,0,,0.0,,
11882,C90pPHA,C90 Medium chain length phenyl Polyhydroxyalkanoate,"[['BIGG', 'C90pPHA'], ['BIGG', 'C90pPHA_c']]",,0,,0.0,,
11883,tripeptide,Tripeptide derivated from pqq biosynthesis,"[['BIGG', 'tripeptide'], ['BIGG', 'tripeptide_c']]",,0,,0.0,,
11884,35dnta,N N bis 3 5 dinitrotolyl  amine,"[['BIGG', '35dnta'], ['BIGG', '35dnta_c']]",,0,,0.0,,
11885,35dnta,N N bis 3 5 dinitrotolyl  amine,"[['BIGG', '35dnta'], ['BIGG', '35dnta_e']]",,0,,0.0,,
11886,orn__D,D-Ornithine,"[['BIGG', 'orn__D'], ['BIGG', 'orn__D_p'], ['inchikey', 'AHLPHDHHMVZTML-SCSAIBSYSA-O'], ['KEGG', 'C00515'], ['CHEBI', '13006'], ['CHEBI', '16176'], ['CHEBI', '21066'], ['CHEBI', '4220'], ['CHEBI', '57668'], ['HMDB', 'HMDB03374'], ['BioCyc', 'CPD-217'], ['MetaNetX', 'MNXM1148'], ['SEED', 'cpd00404']]",,1,C5H13N2O2,0.0,,
11887,phe__D,D-phenylalanine,"[['BIGG', 'phe__D'], ['BIGG', 'phe__D_e']]",,0,,0.0,,
11888,phe__D,D-phenylalanine,"[['BIGG', 'phe__D'], ['BIGG', 'phe__D_p']]",,0,,0.0,,
11889,pro__D,D-Proline,"[['BIGG', 'pro__D'], ['BIGG', 'pro__D_p'], ['MetaNetX', 'MNXM162989']]",,0,,0.0,,
11890,val__D,D Valine,"[['BIGG', 'val__D'], ['BIGG', 'val__D_e']]",,0,,0.0,,
11891,val__D,D Valine,"[['BIGG', 'val__D'], ['BIGG', 'val__D_p']]",,0,,0.0,,
11892,3hpdecacoa,3 Hydroxyphenyldecanoyl CoA,"[['BIGG', '3hpdecacoa'], ['BIGG', '3hpdecacoa_c']]",,0,,0.0,,
11893,pdca2coa,Phenyl deca 2 enoyl CoA,"[['BIGG', 'pdca2coa'], ['BIGG', 'pdca2coa_c']]",,0,,0.0,,
11894,3hpnonacoa,3 Hydroxyphenylnonanoyl CoA,"[['BIGG', '3hpnonacoa'], ['BIGG', '3hpnonacoa_c']]",,0,,0.0,,
11895,pnona2coa,Phenyl nona 2 enoyl CoA,"[['BIGG', 'pnona2coa'], ['BIGG', 'pnona2coa_c']]",,0,,0.0,,
11896,3hpoctacoa,3 Hydroxyphenyloctanoyl CoA,"[['BIGG', '3hpoctacoa'], ['BIGG', '3hpoctacoa_c']]",,0,,0.0,,
11897,3hphpcoa,3 Hydroxyphenylheptanoyl CoA,"[['BIGG', '3hphpcoa'], ['BIGG', '3hphpcoa_c']]",,0,,0.0,,
11898,3hpptcoa,3 Hydroxyphenylpentanoyl CoA,"[['BIGG', '3hpptcoa'], ['BIGG', '3hpptcoa_c']]",,0,,0.0,,
11899,ppt2coa,Phenyl pent 2 enoyl CoA,"[['BIGG', 'ppt2coa'], ['BIGG', 'ppt2coa_c']]",,0,,0.0,,
11900,3h6athcoa,3 Hydroxy 6 acetylthiohexanoyl CoA,"[['BIGG', '3h6athcoa'], ['BIGG', '3h6athcoa_c']]",,0,,0.0,,
11901,6ath2coa,6 acetylthiohex 2 enoyl CoA,"[['BIGG', '6ath2coa'], ['BIGG', '6ath2coa_c']]",,0,,0.0,,
11902,3htdccoa,S  3 hydroxy  7Z  tetradecenyl CoA,"[['BIGG', '3htdccoa'], ['BIGG', '3htdccoa_c']]",,0,,0.0,,
11903,tde2coa,Trans cis tetradeca 2 7 dienoyl CoA,"[['BIGG', 'tde2coa'], ['BIGG', 'tde2coa_c']]",,0,,0.0,,
11904,3hddccoa,S  3 hydroxy  5Z  dodedecenyl CoA,"[['BIGG', '3hddccoa'], ['BIGG', '3hddccoa_c']]",,0,,0.0,,
11905,dde2coa,Trans cis dodedeca 2 5 dienoyl CoA,"[['BIGG', 'dde2coa'], ['BIGG', 'dde2coa_c']]",,0,,0.0,,
11906,3hhdd7coa,S  3 hydroxy  7Z  hexadecenyl CoA,"[['BIGG', '3hhdd7coa'], ['BIGG', '3hhdd7coa_c']]",,0,,0.0,,
11907,3hdd5coa,3-hydroxy-(5Z)-dodecenoyl-CoA,"[['BIGG', '3hdd5coa'], ['BIGG', '3hdd5coa_c']]",,0,,0.0,,
11908,tded5_2_coa,Trans cis tetradeca 2 5 dienoyl CoA,"[['BIGG', 'tded5_2_coa'], ['BIGG', 'tded5_2_coa_c']]",,0,,0.0,,
11909,3hhd58coa,S  3 hydroxy  5Z 8Z  tetradecedienyl CoA,"[['BIGG', '3hhd58coa'], ['BIGG', '3hhd58coa_c']]",,0,,0.0,,
11910,td58_2_coa,Trans cis cis tetradec 2 5 8 trienoyl CoA,"[['BIGG', 'td58_2_coa'], ['BIGG', 'td58_2_coa_c']]",,0,,0.0,,
11911,kdo2lipid4L_kt,KDO 2  lipid IV A  kt with laurate,"[['BIGG', 'kdo2lipid4L_kt'], ['BIGG', 'kdo2lipid4L_kt_c']]",,0,,0.0,,
11912,kdo2lipid4_kt,KDO 2  lipid IV A   pseudomonas,"[['BIGG', 'kdo2lipid4_kt'], ['BIGG', 'kdo2lipid4_kt_c']]",,0,,0.0,,
11913,lipa2_kt,Lipid  A  without kdo,"[['BIGG', 'lipa2_kt'], ['BIGG', 'lipa2_kt_c']]",,0,,0.0,,
11914,lipid4L_kt,Lipid IV A  with laurate,"[['BIGG', 'lipid4L_kt'], ['BIGG', 'lipid4L_kt_c']]",,0,,0.0,,
11915,2m35mdntha,N  2 methyl 3 5 dinitrophenyl  4 methyl 3 5 dinitroaniline,"[['BIGG', '2m35mdntha'], ['BIGG', '2m35mdntha_e']]",,0,,0.0,,
11916,4hpro_DC,Cis 4 Hydroxy D proline,"[['BIGG', '4hpro_DC'], ['BIGG', '4hpro_DC_e']]",,0,,0.0,,
11917,5mcsn,5-Methylcytosine,"[['BIGG', '5mcsn'], ['BIGG', '5mcsn_e'], ['KEGG', 'C02376'], ['CHEBI', '20608'], ['CHEBI', '2094'], ['CHEBI', '27551'], ['CHEBI', '85013'], ['HMDB', 'HMDB02894'], ['inchikey', 'LRSASMSXMSNRBT-UHFFFAOYSA-N'], ['BioCyc', 'CPD0-2018'], ['MetaNetX', 'MNXM3509'], ['SEED', 'cpd01587']]",,0,C5H7N3O,0.0,,
11918,6atha,6 acetylthiohexanoic acid,"[['BIGG', '6atha'], ['BIGG', '6atha_e']]",,0,,0.0,,
11919,R3hdec4e, 3 Hydroxy 4Z decenic acid,"[['BIGG', 'R3hdec4e'], ['BIGG', 'R3hdec4e_e']]",,0,,0.0,,
11920,R_3hcmrs7e, 3 hydroxy cis myristol 7 en,"[['BIGG', 'R_3hcmrs7e'], ['BIGG', 'R_3hcmrs7e_e']]",,0,,0.0,,
11921,R_3hdd5ea, 3 Hydroxydodecanoic 5 en acid,"[['BIGG', 'R_3hdd5ea'], ['BIGG', 'R_3hdd5ea_e']]",,0,,0.0,,
11922,R_3hhdca, 3 Hydroxyhexadecanoic acid,"[['BIGG', 'R_3hhdca'], ['BIGG', 'R_3hhdca_e']]",,0,,0.0,,
11923,R_3hhpa, 3 hydroxyheptanoic acid,"[['BIGG', 'R_3hhpa'], ['BIGG', 'R_3hhpa_e']]",,0,,0.0,,
11924,R_3hhxa, 3 hydroxyhexanoic acid,"[['BIGG', 'R_3hhxa'], ['BIGG', 'R_3hhxa_e']]",,0,,0.0,,
11925,R_3hocta, 3 hydroxyoctanoic acid,"[['BIGG', 'R_3hocta'], ['BIGG', 'R_3hocta_e']]",,0,,0.0,,
11926,R_3hpba, 3 Hydroxyphenylbutanoic acid,"[['BIGG', 'R_3hpba'], ['BIGG', 'R_3hpba_e']]",,0,,0.0,,
11927,R_3hpdeca, 3 Hydroxy 10 phenyldecanoic acid,"[['BIGG', 'R_3hpdeca'], ['BIGG', 'R_3hpdeca_e']]",,0,,0.0,,
11928,R_3hpocta, 3 Hydroxy 8 phenyloctanoic acid,"[['BIGG', 'R_3hpocta'], ['BIGG', 'R_3hpocta_e']]",,0,,0.0,,
11929,R_3htd5e, 3 hydroxy  5Z  tetradecenic acid,"[['BIGG', 'R_3htd5e'], ['BIGG', 'R_3htd5e_e']]",,0,,0.0,,
11930,alahis,L alaninylhistidine,"[['BIGG', 'alahis'], ['BIGG', 'alahis_e']]",,0,,0.0,,
11931,alaleu,L alaninylleucine,"[['BIGG', 'alaleu'], ['BIGG', 'alaleu_e']]",,0,,0.0,,
11932,algac_MG_14,Alginate  1 units of acetylated D mannuronate and 4 units ofL guluronate,"[['BIGG', 'algac_MG_14'], ['BIGG', 'algac_MG_14_e']]",,0,,0.0,,
11933,balaala,Beta alanylL alanine,"[['BIGG', 'balaala'], ['BIGG', 'balaala_e']]",,0,,0.0,,
11934,dmanur,Dimmer of D mannuronate,"[['BIGG', 'dmanur'], ['BIGG', 'dmanur_e']]",,0,,0.0,,
11935,fe3mcbtt,Iron III  chelated mycobactin T,"[['BIGG', 'fe3mcbtt'], ['BIGG', 'fe3mcbtt_e']]",,0,,0.0,,
11936,fe3pyovd,Ferrypyoverdine,"[['BIGG', 'fe3pyovd'], ['BIGG', 'fe3pyovd_e']]",,0,,0.0,,
11937,glycol,Glycol,"[['BIGG', 'glycol'], ['BIGG', 'glycol_e']]",,0,,0.0,,
11938,glyglu,L glycinylglutamate,"[['BIGG', 'glyglu'], ['BIGG', 'glyglu_e']]",,0,,0.0,,
11939,glymet,L Glycinylmethionine,"[['BIGG', 'glymet'], ['BIGG', 'glymet_e']]",,0,,0.0,,
11940,glyser,L glycinylserine,"[['BIGG', 'glyser'], ['BIGG', 'glyser_e']]",,0,,0.0,,
11941,hisgly,L histidinylglycine,"[['BIGG', 'hisgly'], ['BIGG', 'hisgly_e']]",,0,,0.0,,
11942,phehpa,7 Phenylheptanoic acid,"[['BIGG', 'phehpa'], ['BIGG', 'phehpa_e']]",,0,,0.0,,
11943,phept,5 phenylvaleric acid,"[['BIGG', 'phept'], ['BIGG', 'phept_e']]",,0,,0.0,,
11944,prealg_MG_32,Beta 1 4 glycosidic  3  beta D mannuronic  2L guluronic acid,"[['BIGG', 'prealg_MG_32'], ['BIGG', 'prealg_MG_32_e']]",,0,,0.0,,
11945,ptsla,Petroselaidic acid,"[['BIGG', 'ptsla'], ['BIGG', 'ptsla_e']]",,0,,0.0,,
11946,pyovd,Pyoverdine,"[['BIGG', 'pyovd'], ['BIGG', 'pyovd_e']]",,0,,0.0,,
11947,tag160,Triacylglycerol  hexadecanoate,"[['BIGG', 'tag160'], ['BIGG', 'tag160_e']]",,0,,0.0,,
11948,tag180,Triacylglycerol  octadecanoate,"[['BIGG', 'tag180'], ['BIGG', 'tag180_e']]",,0,,0.0,,
11949,tag181d9,Triacylglycerol  nC181d9,"[['BIGG', 'tag181d9'], ['BIGG', 'tag181d9_e']]",,0,,0.0,,
11950,tag182d9d12,Triacylglycerol  nC182d9d12,"[['BIGG', 'tag182d9d12'], ['BIGG', 'tag182d9d12_e']]",,0,,0.0,,
11951,vacc,Vaccenic acid,"[['BIGG', 'vacc'], ['BIGG', 'vacc_p'], ['MetaNetX', 'MNXM92713']]",,0,C18H34O2,0.0,,
11952,ptsla,Petroselaidic acid,"[['BIGG', 'ptsla'], ['BIGG', 'ptsla_p']]",,0,,0.0,,
11953,ptslacoa,Petroselenic coenzyme A,"[['BIGG', 'ptslacoa'], ['BIGG', 'ptslacoa_c']]",,0,,0.0,,
11954,pta,Pentanoate,"[['BIGG', 'pta'], ['BIGG', 'pta_c'], ['KEGG', 'C00803'], ['CHEBI', '113448'], ['CHEBI', '14751'], ['CHEBI', '17418'], ['CHEBI', '25890'], ['CHEBI', '27263'], ['CHEBI', '27264'], ['CHEBI', '31011'], ['CHEBI', '43606'], ['CHEBI', '44803'], ['CHEBI', '7980'], ['HMDB', 'HMDB00892'], ['LipidMaps', 'LMFA01010005'], ['BioCyc', 'VALERATE'], ['MetaNetX', 'MNXM3382'], ['inchikey', 'NQPDZGIKBAWPEJ-UHFFFAOYSA-M'], ['SEED', 'cpd00597']]",,-1,C5H9O2,0.0,,
11955,hpta,Heptanoate,"[['BIGG', 'hpta'], ['BIGG', 'hpta_p']]",,0,,0.0,,
11956,nona,Nonanoate C9H17O2,"[['BIGG', 'nona'], ['BIGG', 'nona_c'], ['KEGG', 'C01601'], ['CHEBI', '25861'], ['CHEBI', '29019'], ['CHEBI', '32361'], ['CHEBI', '7616'], ['inchikey', 'FBUKVWPVBMHYJY-UHFFFAOYSA-M'], ['HMDB', 'HMDB00847'], ['LipidMaps', 'LMFA01010009'], ['BioCyc', 'CPD-8505'], ['MetaNetX', 'MNXM12480'], ['SEED', 'cpd01126']]",,-1,C9H17O2,0.0,,
11957,nona,Nonanoate C9H17O2,"[['BIGG', 'nona'], ['BIGG', 'nona_p'], ['KEGG', 'C01601'], ['CHEBI', '25861'], ['CHEBI', '29019'], ['CHEBI', '32361'], ['CHEBI', '7616'], ['inchikey', 'FBUKVWPVBMHYJY-UHFFFAOYSA-M'], ['HMDB', 'HMDB00847'], ['LipidMaps', 'LMFA01010009'], ['BioCyc', 'CPD-8505'], ['MetaNetX', 'MNXM12480'], ['SEED', 'cpd01126']]",,-1,C9H17O2,0.0,,
11958,phehxa,6 Phenylhexanoic acid,"[['BIGG', 'phehxa'], ['BIGG', 'phehxa_p']]",,0,,0.0,,
11959,phxacoa,Phenyl Hexanoyl CoA  Phe C160CoA,"[['BIGG', 'phxacoa'], ['BIGG', 'phxacoa_c']]",,0,,0.0,,
11960,pheocta,8 Phenyloctanoic acid,"[['BIGG', 'pheocta'], ['BIGG', 'pheocta_p']]",,0,,0.0,,
